idedomun;gini
7105;0.379
7106;0.38
7107;0.39
7108;0.408
7109;0.488
7110;0.315
7111;0.318
7112;0.31
7113;0.302
7114;0.375
7115;0.318
7116;0.322
7117;0.301
7118;0.291
7119;0.314
8001;0.363
8002;0.335
8003;0.447
8004;0.36
8005;0.415
8006;0.366
8007;0.415
8008;0.355
8009;0.518
8010;0.465
8011;0.344
8012;0.439
8013;0.399
8014;0.347
8015;0.411
8016;0.397
8017;0.389
8018;0.416
8019;0.392
8020;0.473
8021;0.377
8022;0.351
8023;0.384
8024;0.435
8025;0.434
8026;0.407
8027;0.507
8028;0.372
8029;0.411
8030;0.545
8031;0.442
8032;0.386
8033;0.383
8034;0.367
8035;0.376
8036;0.389
8037;0.362
8038;0.42
8039;0.4
8040;0.378
8041;0.395
8042;0.39
8043;0.427
8044;0.387
8045;0.371
8046;0.351
8047;0.415
8048;0.438
8049;0.376
8050;0.352
8051;0.426
8052;0.345
8053;0.445
8054;0.482
8055;0.376
8056;0.344
8057;0.364
8058;0.378
8059;0.415
8060;0.365
8061;0.389
8062;0.395
8063;0.363
8064;0.366
8065;0.493
8066;0.376
8067;0.394
9002;0.411
9003;0.426
9004;0.433
9005;0.406
9006;0.41
9007;0.417
9008;0.423
9009;0.41
9010;0.426
9011;0.396
9012;0.443
9013;0.443
9014;0.42
9015;0.414
9016;0.432
9017;0.422
10001;0.41
10002;0.356
10003;0.307
10004;0.358
10005;0.432
10006;0.305
10007;0.408
10008;0.395
10009;0.404
10010;0.324
10011;0.386
10012;0.422
10013;0.359
10014;0.408
10015;0.39
10016;0.401
10017;0.377
10018;0.425
10019;0.351
10020;0.338
10021;0.347
10022;0.361
10023;0.402
10024;0.413
10025;0.361
10026;0.433
10027;0.368
10028;0.37
10029;0.313
10030;0.309
10031;0.331
10032;0.432
10033;0.391
10034;0.39
10035;0.449
10036;0.379
10037;0.397
10038;0.377
10039;0.439
11001;0.38
11002;0.421
11003;0.486
11004;0.395
11005;0.39
11006;0.333
11007;0.465
11008;0.411
11009;0.443
11010;0.407
11011;0.402
11012;0.379
11013;0.384
11014;0.404
11015;0.461
11016;0.353
11017;0.5
11018;0.41
11019;0.382
11020;0.426
11021;0.395
11022;0.455
11023;0.418
11024;0.399
11025;0.367
11026;0.391
11027;0.422
11028;0.382
11029;0.391
11030;0.408
11031;0.408
11032;0.381
11033;0.414
11034;0.409
11035;0.398
11036;0.346
11037;0.418
11038;0.441
11039;0.336
11040;0.37
11041;0.383
11042;0.402
11043;0.363
11044;0.368
11045;0.365
11046;0.416
12001;0.408
12002;0.342
12003;0.4
12004;0.367
12005;0.374
12006;0.441
12007;0.426
12008;0.4
12009;0.321
12010;0.322
12011;0.417
12012;0.394
12013;0.368
12014;0.415
12015;0.418
12016;0.405
12017;0.403
12018;0.39
12019;0.344
12020;0.364
12021;0.404
12022;0.434
12023;0.465
12024;0.348
12025;0.381
12026;0.339
12027;0.39
12028;0.364
12029;0.474
12030;0.426
12031;0.358
12032;0.362
12033;0.379
12034;0.435
12035;0.445
12036;0.35
12037;0.386
12038;0.431
12039;0.396
12040;0.376
12041;0.356
12042;0.361
12043;0.332
12044;0.436
12045;0.369
12046;0.454
12047;0.325
12048;0.395
12049;0.429
12050;0.42
12051;0.379
12052;0.415
12053;0.422
12054;0.376
12055;0.444
12056;0.379
12057;0.476
12058;0.421
12059;0.405
12060;0.314
12061;0.42
12062;0.412
12063;0.348
12064;0.383
12065;0.394
12066;0.43
12067;0.426
12068;0.453
12069;0.329
12070;0.324
12071;0.388
12072;0.337
12073;0.375
12074;0.328
12075;0.401
12076;0.326
12077;0.453
12078;0.33
12079;0.328
12080;0.405
12081;0.362
13001;0.382
13002;0.38
13003;0.454
13004;0.437
13005;0.359
13006;0.403
13007;0.328
13008;0.399
13009;0.355
13010;0.481
13011;0.392
13012;0.417
13013;0.437
13014;0.318
13015;0.357
13016;0.389
13017;0.359
13018;0.383
13019;0.331
13020;0.292
13021;0.37
13022;0.406
13023;0.427
13024;0.346
13025;0.406
13026;0.307
13027;0.336
13028;0.464
13029;0.44
13030;0.446
13031;0.447
13032;0.342
13033;0.316
13034;0.318
13035;0.386
13036;0.393
13037;0.339
13038;0.393
13039;0.428
13040;0.292
13041;0.413
13042;0.38
13043;0.293
13044;0.364
13045;0.356
13046;0.371
13047;0.329
13048;0.426
13049;0.349
13050;0.408
13051;0.473
13052;0.415
13053;0.432
13054;0.431
13055;0.328
13056;0.399
13057;0.364
13058;0.406
13059;0.344
13060;0.365
13061;0.379
13062;0.308
13063;0.381
13064;0.361
13065;0.346
13066;0.366
13067;0.421
13068;0.351
13069;0.381
13070;0.435
13071;0.351
13072;0.419
13073;0.381
13074;0.437
13075;0.376
13076;0.422
13077;0.427
13078;0.326
13079;0.327
13080;0.306
13081;0.397
13082;0.38
13083;0.394
13084;0.389
14001;0.384
14002;0.453
14003;0.398
14004;0.388
14005;0.422
14006;0.419
14007;0.39
14008;0.39
14009;0.376
14010;0.376
14011;0.387
14012;0.401
14013;0.378
14014;0.411
14015;0.437
14016;0.391
14017;0.405
14018;0.402
14019;0.455
14020;0.415
14021;0.403
14022;0.444
14023;0.422
14024;0.407
14025;0.437
14026;0.361
14027;0.439
14028;0.357
14029;0.324
14030;0.426
14031;0.371
14032;0.383
14033;0.373
14034;0.43
14035;0.371
14036;0.438
14037;0.419
14038;0.4
14039;0.41
14040;0.434
14041;0.368
14042;0.429
14043;0.433
14044;0.418
14045;0.39
14046;0.387
14047;0.371
14048;0.384
14049;0.416
14050;0.424
14051;0.414
14052;0.433
14053;0.431
14054;0.388
14055;0.377
14056;0.437
14057;0.417
14058;0.438
14059;0.44
14060;0.345
14061;0.477
14062;0.389
14063;0.424
14064;0.408
14065;0.385
14066;0.449
14067;0.402
14068;0.445
14069;0.38
14070;0.386
14071;0.353
14072;0.378
14073;0.395
14074;0.401
14075;0.409
14076;0.423
14077;0.411
14078;0.402
14079;0.421
14080;0.458
14081;0.369
14082;0.402
14083;0.379
14084;0.473
14085;0.391
14086;0.416
14087;0.458
14088;0.404
14089;0.366
14090;0.408
14091;0.399
14092;0.401
14093;0.41
14094;0.424
14095;0.372
14096;0.393
14097;0.41
14098;0.405
14099;0.397
14100;0.45
14101;0.406
14102;0.39
14103;0.44
14104;0.425
14105;0.417
14106;0.351
14107;0.408
14108;0.397
14109;0.409
14110;0.446
14111;0.448
14112;0.439
14113;0.371
14114;0.432
14115;0.423
14116;0.377
14117;0.362
14118;0.455
14119;0.376
14120;0.443
14121;0.379
14122;0.395
14123;0.321
14124;0.398
14125;0.418
15001;0.384
15002;0.376
15003;0.427
15004;0.444
15005;0.479
15006;0.426
15007;0.383
15008;0.451
15009;0.391
15010;0.427
15011;0.374
15012;0.412
15013;0.434
15014;0.439
15015;0.375
15016;0.366
15017;0.424
15018;0.389
15019;0.43
15020;0.38
15021;0.39
15022;0.425
15023;0.377
15024;0.38
15025;0.411
15026;0.37
15027;0.391
15028;0.415
15029;0.371
15030;0.383
15031;0.367
15032;0.364
15033;0.396
15034;0.358
15035;0.374
15036;0.384
15037;0.458
15038;0.404
15039;0.376
15040;0.426
15041;0.337
15042;0.481
15043;0.389
15044;0.396
15045;0.389
15046;0.392
15047;0.383
15048;0.377
15049;0.346
15050;0.388
15051;0.433
15052;0.398
15053;0.391
15054;0.454
15055;0.444
15056;0.393
15057;0.433
15058;0.391
15059;0.44
15060;0.4
15061;0.414
15062;0.441
15063;0.404
15064;0.444
15065;0.43
15066;0.343
15067;0.433
15068;0.383
15069;0.479
15070;0.388
15071;0.454
15072;0.379
15073;0.406
15074;0.363
15075;0.419
15076;0.422
15077;0.455
15078;0.432
15079;0.367
15080;0.415
15081;0.376
15082;0.479
15083;0.437
15084;0.393
15085;0.373
15086;0.406
15087;0.398
15088;0.475
15089;0.347
15090;0.412
15091;0.378
15092;0.415
15093;0.409
15094;0.388
15095;0.409
15096;0.365
15097;0.417
15098;0.426
15099;0.427
15100;0.38
15101;0.472
15102;0.349
15103;0.417
15104;0.413
15105;0.423
15106;0.443
15107;0.478
15108;0.383
15109;0.385
15110;0.415
15111;0.361
15112;0.408
15113;0.447
15114;0.385
15115;0.421
15116;0.455
15117;0.434
15118;0.403
15119;0.357
15120;0.405
15121;0.402
15122;0.374
15123;0.422
15124;0.354
15125;0.39
16001;0.403
16002;0.489
16003;0.362
16004;0.353
16005;0.362
16006;0.398
16007;0.378
16008;0.399
16009;0.381
16010;0.486
16011;0.378
16012;0.44
16013;0.398
16014;0.414
16015;0.502
16016;0.337
16017;0.341
16018;0.343
16019;0.412
16020;0.363
16021;0.353
16022;0.4
16023;0.365
16024;0.453
16025;0.392
16026;0.385
16027;0.341
16028;0.381
16029;0.378
16030;0.368
16031;0.309
16032;0.383
16033;0.413
16034;0.432
16035;0.378
16036;0.405
16037;0.324
16038;0.415
16039;0.353
16040;0.384
16041;0.372
16042;0.379
16043;0.405
16044;0.399
16045;0.412
16046;0.406
16047;0.38
16048;0.377
16049;0.372
16050;0.409
16051;0.441
16052;0.388
16053;0.452
16054;0.354
16055;0.368
16056;0.35
16057;0.367
16058;0.381
16059;0.325
16060;0.353
16061;0.39
16062;0.4
16063;0.315
16064;0.373
16065;0.432
16066;0.444
16067;0.356
16068;0.373
16069;0.415
16070;0.389
16071;0.416
16072;0.375
16073;0.405
16074;0.372
16075;0.429
16076;0.408
16077;0.403
16078;0.386
16079;0.376
16080;0.342
16081;0.315
16082;0.393
16083;0.367
16084;0.417
16085;0.396
16086;0.395
16087;0.4
16088;0.519
16089;0.359
16090;0.424
16091;0.377
16092;0.413
16093;0.382
16094;0.341
16095;0.413
16096;0.39
16097;0.424
16098;0.449
16099;0.332
16100;0.378
16101;0.362
16102;0.419
16103;0.406
16104;0.372
16105;0.421
16106;0.406
16107;0.415
16108;0.433
16109;0.382
16110;0.405
16111;0.365
16112;0.431
16113;0.398
17001;0.394
17002;0.565
17003;0.422
17004;0.451
17005;0.349
17006;0.418
17007;0.429
17008;0.42
17009;0.51
17010;0.418
17011;0.423
17012;0.446
17013;0.431
17014;0.436
17015;0.402
17016;0.385
17017;0.373
17018;0.401
17019;0.381
17020;0.498
17021;0.437
17022;0.422
17023;0.443
17024;0.403
17025;0.431
17026;0.392
17027;0.442
17028;0.431
17029;0.411
17030;0.391
17031;0.415
17032;0.404
17033;0.349
18001;0.433
18002;0.414
18003;0.401
18004;0.442
18005;0.388
18006;0.423
18007;0.411
18008;0.419
18009;0.359
18010;0.382
18011;0.426
18012;0.403
18013;0.372
18014;0.4
18015;0.39
18016;0.406
18017;0.435
18018;0.39
18019;0.349
18020;0.446
19001;0.429
19002;0.395
19003;0.393
19004;0.374
19005;0.356
19006;0.383
19007;0.378
19008;0.373
19009;0.361
19010;0.405
19011;0.411
19012;0.371
19013;0.473
19014;0.384
19015;0.352
19016;0.389
19017;0.388
19018;0.358
19019;0.428
19020;0.479
19021;0.365
19022;0.416
19023;0.397
19024;0.4
19025;0.336
19026;0.386
19027;0.368
19028;0.435
19029;0.444
19030;0.393
19031;0.327
19032;0.426
19033;0.385
19034;0.39
19035;0.439
19036;0.402
19037;0.37
19038;0.401
19039;0.414
19040;0.39
19041;0.396
19042;0.405
19043;0.337
19044;0.375
19045;0.357
19046;0.395
19047;0.363
19048;0.351
19049;0.38
19050;0.362
19051;0.389
20001;0.285
20002;0.375
20003;0.315
20004;0.363
20005;0.443
20006;0.454
20007;0.305
20008;0.287
20009;0.309
20010;0.4
20011;0.326
20012;0.373
20013;0.357
20014;0.357
20015;0.296
20016;0.343
20017;0.291
20018;0.345
20019;0.289
20020;0.477
20021;0.378
20022;0.324
20023;0.391
20024;0.318
20025;0.393
20026;0.393
20027;0.33
20028;0.378
20029;0.373
20030;0.463
20031;0.374
20032;0.375
20033;0.425
20034;0.322
20035;0.509
20036;0.307
20037;0.35
20038;0.313
20039;0.44
20040;0.327
20041;0.42
20042;0.441
20043;0.39
20044;0.366
20045;0.451
20046;0.34
20047;0.302
20048;0.312
20049;0.309
20050;0.293
20051;0.31
20052;0.432
20053;0.362
20054;0.346
20055;0.387
20056;0.366
20057;0.427
20058;0.319
20059;0.417
20060;0.318
20061;0.35
20062;0.342
20063;0.411
20064;0.361
20065;0.301
20066;0.401
20067;0.454
20068;0.414
20069;0.298
20070;0.408
20071;0.358
20072;0.327
20073;0.467
20074;0.284
20075;0.351
20076;0.334
20077;0.488
20078;0.367
20079;0.379
20080;0.274
20081;0.306
20082;0.32
20083;0.411
20084;0.47
20085;0.335
20086;0.404
20087;0.439
20088;0.299
20089;0.291
20090;0.368
20091;0.527
20092;0.377
20093;0.276
20094;0.3
20095;0.303
20096;0.353
20097;0.305
20098;0.325
20099;0.358
20100;0.282
20101;0.284
20102;0.428
20103;0.404
20104;0.309
20105;0.271
20106;0.252
20107;0.415
20108;0.334
20109;0.35
20110;0.289
20111;0.326
20112;0.324
20113;0.325
20114;0.314
20115;0.457
20116;0.312
20117;0.37
20118;0.301
20119;0.304
20120;0.304
20121;0.301
20122;0.305
20123;0.31
20124;0.382
20125;0.294
20126;0.31
20127;0.305
20128;0.306
20129;0.357
20130;0.309
20131;0.312
20132;0.449
20133;0.301
20134;0.361
20135;0.331
20136;0.333
20137;0.316
20138;0.318
20139;0.315
20140;0.316
20141;0.349
20142;0.308
20143;0.419
20144;0.284
20145;0.475
20146;0.299
20147;0.293
20148;0.293
20149;0.347
20150;0.382
20151;0.289
20152;0.317
20153;0.402
20154;0.315
20155;0.312
20156;0.369
20157;0.472
20158;0.306
20159;0.323
20160;0.324
20161;0.308
20162;0.315
20163;0.374
20164;0.383
20165;0.319
20166;0.385
20167;0.361
20168;0.356
20169;0.325
20170;0.303
20171;0.346
20172;0.289
20173;0.279
20174;0.403
20175;0.284
20176;0.358
20177;0.423
20178;0.499
20179;0.324
20180;0.361
20181;0.307
20182;0.312
20183;0.293
20184;0.416
20185;0.464
20186;0.342
20187;0.343
20188;0.344
20189;0.312
20190;0.375
20191;0.3
20192;0.399
20193;0.38
20194;0.282
20195;0.289
20196;0.281
20197;0.339
20198;0.354
20199;0.3
20200;0.316
20201;0.293
20202;0.344
20203;0.298
20204;0.292
20205;0.325
20206;0.379
20207;0.306
20208;0.335
20209;0.341
20210;0.305
20211;0.307
20212;0.313
20213;0.31
20214;0.313
20215;0.34
20216;0.302
20217;0.3
20218;0.268
20219;0.319
20220;0.291
20221;0.322
20222;0.306
20223;0.255
20224;0.364
20225;0.322
20226;0.293
20227;0.437
20228;0.326
20229;0.297
20230;0.298
20231;0.299
20232;0.337
20233;0.284
20234;0.315
20235;0.293
20236;0.301
20237;0.38
20238;0.307
20239;0.329
20240;0.328
20241;0.288
20242;0.331
20243;0.337
20244;0.372
20245;0.318
20246;0.28
20247;0.362
20248;0.365
20249;0.351
20250;0.311
20251;0.283
20252;0.333
20253;0.325
20254;0.376
20255;0.288
20256;0.291
20257;0.292
20258;0.292
20259;0.313
20260;0.301
20261;0.321
20262;0.299
20263;0.337
20264;0.292
20265;0.323
20266;0.335
20267;0.289
20268;0.327
20269;0.352
20270;0.302
20271;0.31
20272;0.325
20273;0.314
20274;0.322
20275;0.323
20276;0.284
20277;0.363
20278;0.387
20279;0.369
20280;0.327
20281;0.314
20282;0.342
20283;0.288
20284;0.337
20285;0.371
20286;0.323
20287;0.277
20288;0.277
20289;0.29
20290;0.308
20291;0.328
20292;0.314
20293;0.468
20294;0.442
20295;0.413
20296;0.333
20297;0.295
20298;0.415
20299;0.289
20300;0.353
20301;0.383
20302;0.327
20303;0.319
20304;0.296
20305;0.425
20306;0.301
20307;0.329
20308;0.379
20309;0.346
20310;0.36
20311;0.374
20312;0.333
20313;0.268
20314;0.332
20315;0.311
20316;0.296
20317;0.327
20318;0.395
20319;0.292
20320;0.327
20321;0.277
20322;0.324
20323;0.306
20324;0.425
20325;0.335
20326;0.316
20327;0.385
20328;0.298
20329;0.315
20330;0.327
20331;0.311
20332;0.33
20333;0.36
20334;0.371
20335;0.284
20336;0.318
20337;0.403
20338;0.488
20339;0.391
20340;0.308
20341;0.269
20342;0.368
20343;0.364
20344;0.315
20345;0.391
20346;0.271
20347;0.311
20348;0.379
20349;0.325
20350;0.471
20351;0.348
20352;0.354
20353;0.288
20354;0.327
20355;0.302
20356;0.32
20357;0.353
20358;0.332
20359;0.269
20360;0.319
20361;0.284
20362;0.329
20363;0.322
20364;0.405
20365;0.33
20366;0.334
20367;0.336
20368;0.35
20369;0.354
20370;0.357
20371;0.335
20372;0.341
20373;0.313
20374;0.346
20375;0.447
20376;0.363
20377;0.313
20378;0.359
20379;0.308
20380;0.325
20381;0.324
20382;0.307
20383;0.333
20384;0.302
20385;0.44
20386;0.329
20387;0.342
20388;0.313
20389;0.312
20390;0.454
20391;0.297
20392;0.314
20393;0.31
20394;0.329
20395;0.315
20396;0.321
20397;0.451
20398;0.402
20399;0.423
20400;0.343
20401;0.408
20402;0.39
20403;0.405
20404;0.448
20405;0.333
20406;0.323
20407;0.319
20408;0.314
20409;0.474
20410;0.327
20411;0.33
20412;0.416
20413;0.445
20414;0.361
20415;0.335
20416;0.301
20417;0.355
20418;0.405
20419;0.325
20420;0.306
20421;0.372
20422;0.391
20423;0.301
20424;0.312
20425;0.281
20426;0.314
20427;0.347
20428;0.317
20429;0.308
20430;0.269
20431;0.38
20432;0.268
20433;0.349
20434;0.309
20435;0.316
20436;0.26
20437;0.389
20438;0.429
20439;0.39
20440;0.312
20441;0.359
20442;0.265
20443;0.29
20444;0.308
20445;0.29
20446;0.298
20447;0.364
20448;0.294
20449;0.306
20450;0.326
20451;0.277
20452;0.32
20453;0.356
20454;0.314
20455;0.356
20456;0.365
20457;0.341
20458;0.299
20459;0.442
20460;0.325
20461;0.31
20462;0.41
20463;0.294
20464;0.34
20465;0.293
20466;0.334
20467;0.403
20468;0.32
20469;0.464
20470;0.293
20471;0.282
20472;0.433
20473;0.288
20474;0.379
20475;0.364
20476;0.329
20477;0.309
20478;0.308
20479;0.263
20480;0.29
20481;0.308
20482;0.397
20483;0.383
20484;0.315
20485;0.321
20486;0.351
20487;0.326
20488;0.274
20489;0.323
20490;0.316
20491;0.305
20492;0.312
20493;0.336
20494;0.298
20495;0.316
20496;0.337
20497;0.327
20498;0.361
20499;0.407
20500;0.327
20501;0.31
20502;0.344
20503;0.254
20504;0.328
20505;0.398
20506;0.281
20507;0.364
20508;0.389
20509;0.355
20510;0.29
20511;0.315
20512;0.279
20513;0.317
20514;0.307
20515;0.4
20516;0.387
20517;0.309
20518;0.34
20519;0.411
20520;0.356
20521;0.287
20522;0.316
20523;0.374
20524;0.261
20525;0.369
20526;0.389
20527;0.31
20528;0.285
20529;0.342
20530;0.362
20531;0.355
20532;0.326
20533;0.35
20534;0.298
20535;0.314
20536;0.323
20537;0.383
20538;0.294
20539;0.407
20540;0.443
20541;0.304
20542;0.291
20543;0.344
20544;0.328
20545;0.448
20546;0.348
20547;0.425
20548;0.377
20549;0.368
20550;0.393
20551;0.455
20552;0.368
20553;0.548
20554;0.317
20555;0.332
20556;0.297
20557;0.391
20558;0.361
20559;0.351
20560;0.317
20561;0.301
20562;0.358
20563;0.289
20564;0.301
20565;0.386
20566;0.312
20567;0.332
20568;0.317
20569;0.31
20570;0.421
21001;0.382
21002;0.354
21003;0.477
21004;0.396
21005;0.323
21006;0.329
21007;0.307
21008;0.351
21009;0.441
21010;0.412
21011;0.311
21012;0.301
21013;0.357
21014;0.334
21015;0.416
21016;0.324
21017;0.367
21018;0.332
21019;0.451
21020;0.367
21021;0.344
21022;0.307
21023;0.31
21024;0.313
21025;0.365
21026;0.33
21027;0.295
21028;0.292
21029;0.36
21030;0.289
21031;0.358
21032;0.311
21033;0.312
21034;0.36
21035;0.391
21036;0.325
21037;0.348
21038;0.363
21039;0.312
21040;0.333
21041;0.429
21042;0.309
21043;0.397
21044;0.327
21045;0.394
21046;0.328
21047;0.433
21048;0.378
21049;0.314
21050;0.308
21051;0.372
21052;0.306
21053;0.375
21054;0.412
21055;0.352
21056;0.285
21057;0.337
21058;0.314
21059;0.413
21060;0.347
21061;0.317
21062;0.353
21063;0.329
21064;0.335
21065;0.325
21066;0.307
21067;0.418
21068;0.297
21069;0.323
21070;0.315
21071;0.436
21072;0.352
21073;0.367
21074;0.394
21075;0.342
21076;0.328
21077;0.312
21078;0.32
21079;0.376
21080;0.303
21081;0.346
21082;0.422
21083;0.296
21084;0.306
21085;0.432
21086;0.336
21087;0.322
21088;0.366
21089;0.312
21090;0.396
21091;0.382
21092;0.304
21093;0.309
21094;0.383
21095;0.286
21096;0.329
21097;0.348
21098;0.35
21099;0.338
21100;0.302
21101;0.312
21102;0.334
21103;0.33
21104;0.339
21105;0.343
21106;0.363
21107;0.334
21108;0.332
21109;0.343
21110;0.348
21111;0.384
21112;0.353
21113;0.411
21114;0.443
21115;0.388
21116;0.315
21117;0.415
21118;0.358
21119;0.436
21120;0.327
21121;0.297
21122;0.342
21123;0.286
21124;0.329
21125;0.502
21126;0.363
21127;0.347
21128;0.323
21129;0.29
21130;0.35
21131;0.318
21132;0.405
21133;0.334
21134;0.413
21135;0.272
21136;0.392
21137;0.336
21138;0.332
21139;0.342
21140;0.462
21141;0.357
21142;0.357
21143;0.358
21144;0.36
21145;0.336
21146;0.286
21147;0.359
21148;0.357
21149;0.376
21150;0.318
21151;0.346
21152;0.336
21153;0.409
21154;0.425
21155;0.415
21156;0.418
21157;0.387
21158;0.328
21159;0.338
21160;0.325
21161;0.344
21162;0.331
21163;0.362
21164;0.39
21165;0.303
21166;0.341
21167;0.302
21168;0.335
21169;0.414
21170;0.326
21171;0.33
21172;0.354
21173;0.456
21174;0.423
21175;0.339
21176;0.383
21177;0.381
21178;0.315
21179;0.353
21180;0.372
21181;0.334
21182;0.352
21183;0.328
21184;0.305
21185;0.317
21186;0.421
21187;0.321
21188;0.334
21189;0.376
21190;0.308
21191;0.396
21192;0.364
21193;0.31
21194;0.413
21195;0.296
21196;0.386
21197;0.403
21198;0.283
21199;0.342
21200;0.4
21201;0.3
21202;0.349
21203;0.346
21204;0.39
21205;0.355
21206;0.332
21207;0.419
21208;0.425
21209;0.369
21210;0.341
21211;0.457
21212;0.381
21213;0.32
21214;0.347
21215;0.304
21216;0.319
21217;0.329
22001;0.461
22002;0.374
22003;0.362
22004;0.385
22005;0.355
22006;0.428
22007;0.428
22008;0.388
22009;0.504
22010;0.38
22011;0.394
22012;0.431
22013;0.383
22014;0.449
22015;0.433
22016;0.412
22017;0.43
22018;0.443
23001;0.394
23002;0.423
23003;0.446
23004;0.451
23005;0.408
23006;0.397
23007;0.433
23008;0.396
23009;0.392
24001;0.4
24002;0.325
24003;0.378
24004;0.324
24005;0.412
24006;0.355
24007;0.393
24008;0.423
24009;0.462
24010;0.387
24011;0.407
24012;0.436
24013;0.399
24014;0.359
24015;0.405
24016;0.411
24017;0.312
24018;0.421
24019;0.305
24020;0.394
24021;0.376
24022;0.332
24023;0.371
24024;0.416
24025;0.408
24026;0.307
24027;0.419
24028;0.43
24029;0.331
24030;0.312
24031;0.328
24032;0.377
24033;0.306
24034;0.375
24035;0.391
24036;0.45
24037;0.423
24038;0.391
24039;0.367
24040;0.378
24041;0.397
24042;0.38
24043;0.374
24044;0.313
24045;0.425
24046;0.341
24047;0.313
24048;0.364
24049;0.316
24050;0.379
24051;0.383
24052;0.36
24053;0.432
24054;0.38
24055;0.338
24056;0.344
24057;0.374
24058;0.444
25001;0.385
25002;0.37
25003;0.375
25004;0.418
25005;0.395
25006;0.407
25007;0.378
25008;0.374
25009;0.408
25010;0.404
25011;0.39
25012;0.401
25013;0.394
25014;0.404
25015;0.388
25016;0.405
25017;0.376
25018;0.378
26001;0.403
26002;0.36
26003;0.431
26004;0.443
26005;0.421
26006;0.391
26007;0.391
26008;0.369
26009;0.377
26010;0.38
26011;0.371
26012;0.38
26013;0.471
26014;0.396
26015;0.316
26016;0.402
26017;0.377
26018;0.375
26019;0.358
26020;0.421
26021;0.46
26022;0.414
26023;0.435
26024;0.339
26025;0.377
26026;0.434
26027;0.389
26028;0.392
26029;0.417
26030;0.404
26031;0.356
26032;0.397
26033;0.384
26034;0.383
26035;0.448
26036;0.357
26037;0.423
26038;0.445
26039;0.446
26040;0.442
26041;0.444
26042;0.403
26043;0.372
26044;0.376
26045;0.411
26046;0.355
26047;0.458
26048;0.375
26049;0.397
26050;0.474
26051;0.387
26052;0.401
26053;0.341
26054;0.488
26055;0.367
26056;0.396
26057;0.38
26058;0.429
26059;0.409
26060;0.424
26061;0.418
26062;0.348
26063;0.339
26064;0.343
26065;0.349
26066;0.413
26067;0.356
26068;0.348
26069;0.411
26070;0.476
26071;0.422
26072;0.395
27001;0.414
27002;0.454
27003;0.389
27004;0.485
27005;0.415
27006;0.386
27007;0.43
27008;0.423
27009;0.384
27010;0.382
27011;0.38
27012;0.445
27013;0.488
27014;0.45
27015;0.386
27016;0.391
27017;0.381
28001;0.39
28002;0.446
28003;0.374
28004;0.39
28005;0.37
28006;0.339
28007;0.431
28008;0.347
28009;0.415
28010;0.337
28011;0.337
28012;0.4
28013;0.365
28014;0.465
28015;0.446
28016;0.392
28017;0.406
28018;0.408
28019;0.378
28020;0.358
